codigo;nombre;descripcion;familia;familiaNombre;subcategoria;subcategoriaNombre;marcas;medidas;foto;descontinuado
5888430;"Correa 37*64 Tracción MURRAY 37 X 1/2""";"Tracción MURRAY 37 X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray;"37 X 1/2""";correas-kevlar-generica.jpg;no
5888437;Correa 37X66 Plataforma 18 Hp 46” De Corte 47,10” X1/2”;Plataforma 18 Hp 46” De Corte 47,10” X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"47,10"" X1/2"" | 47,10” X1/2”";correas-kevlar-generica.jpg;no
5888440;"Correa 37X68 Transmisión 52"" De Corte 52100X92A 101,70"" X1/2”";"Transmisión 52"" De Corte 52100X92A 101,70"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"101,70"" X1/2"" | 101,70"" X1/2";correas-kevlar-generica.jpg;no
5888444;"Correa 37X69 Plataforma 18Hp 46"" De Corte Serie 46300 80,30"" X1/2""";"Plataforma 18Hp 46"" De Corte Serie 46300 80,30"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"80,30"" X1/2""";correas-kevlar-generica.jpg;no
5888445;"Correa 37X70 Plataforma 46"" De Corte 76,50"" X1/2”";"Plataforma 46"" De Corte 76,50"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"76,50"" X1/2"" | 76,50"" X1/2";correas-kevlar-generica.jpg;no
5888449;"Correa 37X74 Plataforma 13/30"" 1992 57"" X1/2""";"Plataforma 13/30"" 1992 57"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"57"" X1/2""";correas-kevlar-generica.jpg;no
5888450;"Correa 37X75 Plataforma 42"" De Corte 42910X92A 91.25"" X1/2”";"Plataforma 42"" De Corte 42910X92A 91.25"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"91.25"" X1/2"" | 91.25"" X1/2";correas-kevlar-generica.jpg;no
5888455;"Correa 37X80 Transmisión 42"" De Corte 42910X92A 86,12"" X1/2”";"Transmisión 42"" De Corte 42910X92A 86,12"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"86,12"" X1/2"" | 86,12"" X1/2";correas-kevlar-generica.jpg;no
5888456;"Correa 37X81 Transmisión 14.5HP42"" De Corte 89""X1/2”";"Transmisión 14.5HP42"" De Corte 89""X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"89""X1/2"" | 89""X1/2";correas-kevlar-generica.jpg;no
5888457;Correa 37X82 Plataforma 46” y 52” GT 89,40” X1/2”;Plataforma 46” y 52” GT 89,40” X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"89,40"" X1/2"" | 89,40” X1/2”";correas-kevlar-generica.jpg;no
5888465;"Correa 37X86 Plataforma Sentinel 38"" 385002x108B 84""X1/2”";"Plataforma Sentinel 38"" 385002x108B 84""X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"84""X1/2"" | 84""X1/2";correas-kevlar-generica.jpg;no
5888466;"Correa 37X87 Transmisión 42516X92By 385002x108B 97,50"" X1/2”";"Transmisión 42516X92By 385002x108B 97,50"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"97,50"" X1/2”";correas-kevlar-generica.jpg;no
5888467;"Correa 37X88 Plataforma Hidrostático 425600X48A 42"" 88,25"" X1/2”";"Plataforma Hidrostático 425600X48A 42"" 88,25"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"88,25"" X1/2"" | 88,25"" X1/2";correas-kevlar-generica.jpg;no
5888468;"Correa 37X89 Plataforma LT 46"" De Corte 87"" X1/2”";"Plataforma LT 46"" De Corte 87"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"87"" X1/2"" | 87"" X1/2";correas-kevlar-generica.jpg;no
5888471;"Correa 37X92 Plataforma 48"" De Corte 48560X92A 52,75"" X1/2""";"Plataforma 48"" De Corte 48560X92A 52,75"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"52,75"" X1/2""";correas-kevlar-generica.jpg;no
5888485;"Correa 37X96 Plataforma Rider 46"" De Corte 88,25"" X1/2”";"Plataforma Rider 46"" De Corte 88,25"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"88,25"" X1/2"" | 88,25"" X1/2";correas-kevlar-generica.jpg;no
5888490;"Correa 37X106 Transmisión Hidrostático 38"" 40"" 42"" 46"" 89""X1/2”";"Transmisión Hidrostático 38"" 40"" 42"" 46"" 89""X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"89""X1/2"" | 89""X1/2";correas-kevlar-generica.jpg;no
5888494;"Correa 37X110 Transmisión (10/30) 30"" De Corte 44""X1/2""";"Transmisión (10/30) 30"" De Corte 44""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"44""X1/2""";correas-kevlar-generica.jpg;no
5888495;"Correa 37X111 Plataforma (10/30) 30"" De Corte 45"" X 9/16""";"Plataforma (10/30) 30"" De Corte 45"" X 9/16""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"45"" X 9/16""";correas-kevlar-generica.jpg;no
5888496;"Correa 37X112 Plataforma 42"" y 46"" De Corte 66,25"" X 5/8""";"Plataforma 42"" y 46"" De Corte 66,25"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"66,25"" X 5/8""";correas-kevlar-generica.jpg;no
5888497;"Correa 37X113 Transmisión 38"" y 42"" De Corte 44,3"" X 5/8""";"Transmisión 38"" y 42"" De Corte 44,3"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"44,3"" X 5/8""";correas-kevlar-generica.jpg;no
5888499;"Correa 1703466SM Plataforma GTH 48"" de Corte 126""x1/2""";"Plataforma GTH 48"" de Corte 126""x1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"126""x1/2""";correas-kevlar-generica.jpg;no
5888500;"Correa 37X144 Transmisión Hidrostático 425600X48A 42"" 88""X1/2”";"Transmisión Hidrostático 425600X48A 42"" 88""X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"88""X1/2"" | 88""X1/2";correas-kevlar-generica.jpg;no
5888501;Correa Transmisión GTH 2554 83”X1/2”;Transmisión GTH 2554 83”X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"83""X1/2"" | 83”X1/2”";correas-kevlar-generica.jpg;no
5888502;"Correa 1732224SM Transmisión EZM 2042 42"" De Corte 54,4"" X1/2""";"Transmisión EZM 2042 42"" De Corte 54,4"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"54,4"" X1/2""";correas-kevlar-generica.jpg;no
5888503;"Correa 1734048SM Plataforma EZM 2042 42"" De Corte 103"" X1/2""";"Plataforma EZM 2042 42"" De Corte 103"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"103"" X1/2""";correas-kevlar-generica.jpg;no
5888504;"Correa 7100102SM Transmisión RZT 26520 52"" De Corte 58""X1/2""";"Transmisión RZT 26520 52"" De Corte 58""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"58""X1/2""";correas-kevlar-generica.jpg;no
5888505;"Correa Transmisión LT 100 LT 120 LT 125 88,75"" X1/2”";"Transmisión LT 100 LT 120 LT 125 88,75"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"88,75"" X1/2"" | 88,75"" X1/2";correas-kevlar-generica.jpg;no
5888506;"Correa 7103789YP Plataforma RZT 26520 52"" De Corte 158"" X1/2""";"Plataforma RZT 26520 52"" De Corte 158"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"158"" X1/2""";correas-kevlar-generica.jpg;no
5888507;"Correa 48044 Plataforma LT4140G 1994 82,5"" X 5/8""";"Plataforma LT4140G 1994 82,5"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"82,5"" X 5/8""";correas-kevlar-generica.jpg;no
5888508;"Correa 54758 Transmisión 12Hp 38"" De Corte 82""X1/2""";"Transmisión 12Hp 38"" De Corte 82""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Murray | Noma;"82""X1/2""";correas-kevlar-generica.jpg;no
5888509;"Correa 300680 Plataforma Noma 38"" De Corte 77,5"" X 5/8""";"Plataforma Noma 38"" De Corte 77,5"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Noma;"77,5"" X 5/8""";correas-kevlar-generica.jpg;no
5888510;"Correa Transmisión LT 130 95,25"" X1/2”";"Transmisión LT 130 95,25"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"95,25"" X1/2"" | 95,25"" X1/2";correas-kevlar-generica.jpg;no
5888511;"Correa Transmisión Husqvarna 38"" 90,25"" X 1/2""";"Transmisión Husqvarna 38"" 90,25"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"90,25"" X 1/2""";correas-kevlar-generica.jpg;no
5888512;"Correa Plataforma LT 11212Hp 36"" De Corte 79,75"" X1/2""";"Plataforma LT 11212Hp 36"" De Corte 79,75"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"79,75"" X1/2""";correas-kevlar-generica.jpg;no
5888513;"Correa Transmisión LT 112 (H1236) 88,25"" X1/2""";"Transmisión LT 112 (H1236) 88,25"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"88,25"" X1/2""";correas-kevlar-generica.jpg;no
5888515;"Correa Transmisión LTH 1842YTH 2042 YTH 2754 92""X1/2""";"Transmisión LTH 1842YTH 2042 YTH 2754 92""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"92""X1/2""";correas-kevlar-generica.jpg;no
5888516;"Correa Plataforma LT 100 LT 120 LT 125 78,50"" X1/2”";"Plataforma LT 100 LT 120 LT 125 78,50"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"78,50"" X1/2"" | 78,50"" X1/2";correas-kevlar-generica.jpg;no
5888518;Correa Transmisión Motocultivador 52” X1/2”;Transmisión Motocultivador 52” X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"52"" X1/2"" | 52” X1/2”";correas-kevlar-generica.jpg;no
5888520;"Correa Transmisión YTH 1542 LT 131 95,25"" X1/2”";"Transmisión YTH 1542 LT 131 95,25"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"95,25"" X1/2"" | 95,25"" X1/2";correas-kevlar-generica.jpg;no
5888521;"Correa Transmisión 42"" de Corte 20HP 84""x1/2""";"Transmisión 42"" de Corte 20HP 84""x1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"84""x1/2""";correas-kevlar-generica.jpg;no
5888522;"Correa Transmisión YTH 1542 YTH 1842 82""X1/2”";"Transmisión YTH 1542 YTH 1842 82""X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"82""X1/2"" | 82""X1/2";correas-kevlar-generica.jpg;no
5888524;Correa Plataforma LT 130 42” De Corte 89”X1/2”;Plataforma LT 130 42” De Corte 89”X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"89""X1/2"" | 89”X1/2”";correas-kevlar-generica.jpg;no
5888525;"Correa Plataforma LTH1842 YTH 20' 295,50"" X1/2”";"Plataforma LTH1842 YTH 20' 295,50"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"295,50"" X1/2"" | 295,50"" X1/2";correas-kevlar-generica.jpg;no
5888526;"Correa 5321656-32 Transmisión Hidrostatico 1999 112"" X 1/2""";"5321656-32 Transmisión Hidrostatico 1999 112"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5321656-32 Transmisión Hidrostatico 1999 112"" X 1/2"" | 112"" X 1/2""";correas-kevlar-generica.jpg;no
5888529;"Correa Plataforma YTH 1542 YTH 1842 97,40” X 5/8""";"Plataforma YTH 1542 YTH 1842 97,40” X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"97,40"" X 5/8"" | 97,40” X 5/8";correas-kevlar-generica.jpg;no
5888530;"Correa Plataforma LT 125 84,50"" X1/2”";"Plataforma LT 125 84,50"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"84,50"" X1/2"" | 84,50"" X1/2";correas-kevlar-generica.jpg;no
5888531;"Correa 5803646-10 Tracción HU725AWDEX 4X4 64"" X 3/8""";"5803646-10 Tracción HU725AWDEX 4X4 64"" X 3/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5803646-10 Tracción HU725AWDEX 4X4 64"" X 3/8"" | 64"" X 3/8""";correas-kevlar-generica.jpg;no
5888532;"Correa Transmisión 11 Hp 36"" De Corte 85,3"" X1/2""";"Transmisión 11 Hp 36"" De Corte 85,3"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"85,3"" X1/2""";correas-kevlar-generica.jpg;no
5888533;"Correa Plataforma GTH 2554 142,5"" X 5/8""";"Plataforma GTH 2554 142,5"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"142,5"" X 5/8""";correas-kevlar-generica.jpg;no
5888535;"Correa Plataforma LT 131 90,20"" X12”";"Plataforma LT 131 90,20"" X12”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"90,20"" X12""";correas-kevlar-generica.jpg;no
5888536;"Correa Transmisión YT1942T LT19538 LT 97,30"" X1/2”";"Transmisión YT1942T LT19538 LT 97,30"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"97,30"" X1/2"" | 97,30"" X1/2";correas-kevlar-generica.jpg;no
5888537;"Correa 5844531-01 Plataforma YTH2146/YTH2546 105"" X1/2""";"Plataforma YTH2146/YTH2546 105"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"105"" X1/2""";correas-kevlar-generica.jpg;no
5888538;"Correa 5825580-01 Plataforma Z248F 147 X 5/8""";"5825580-01 Plataforma Z248F 147 X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5825580-01 Plataforma Z248F 147 X 5/8""";correas-kevlar-generica.jpg;no
5888539;"Correa 5929518-01 Plataforma MZ254F 151,50"" X 1/2""";"5929518-01 Plataforma MZ254F 151,50"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5929518-01 Plataforma MZ254F 151,50"" X 1/2"" | 151,50"" X 1/2""";correas-kevlar-generica.jpg;no
5888540;"Correa Plataforma YTH 2754 147,75"" X 5/8”";"Plataforma YTH 2754 147,75"" X 5/8”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"147,75"" X 5/8"" | 147,75"" X 5/8";correas-kevlar-generica.jpg;no
5888541;"Correa 5321972-42 Plataforma Husq 48"" 138"" X 5/8""";"5321972-42 Plataforma Husq 48"" 138"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"5321972-42 Plataforma Husq 48"" 138"" X 5/8"" | 138"" X 5/8""";correas-kevlar-generica.jpg;no
5888542;"Correa Plataforma YT1942T 101"" X1/2”";"Plataforma YT1942T 101"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"101"" X1/2"" | 101"" X1/2";correas-kevlar-generica.jpg;no
5888544;Correa Transmisión Autopropulsada 38” X 3/8”;Transmisión Autopropulsada 38” X 3/8”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"38"" X 3/8"" | 38” X 3/8”";correas-kevlar-generica.jpg;no
5888545;"Correa Transmisión LT 2113 38"" De Corte 95,68"" X1/2”";"Transmisión LT 2113 38"" De Corte 95,68"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"95,68"" X1/2"" | 95,68"" X1/2";correas-kevlar-generica.jpg;no
5888546;"Correa Plataforma YTH 2146 YTH 2546 105,76"" X1/2""";"Plataforma YTH 2146 YTH 2546 105,76"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"105,76"" X1/2""";correas-kevlar-generica.jpg;no
5888547;"Correa Plataforma LT 1597 Lt19538 96,25"" X 1/2""";"Plataforma LT 1597 Lt19538 96,25"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"96,25"" X 1/2""";correas-kevlar-generica.jpg;no
5888548;"Correa Transmisión LT 1597 (2007) 97,76"" X1/2""";"Transmisión LT 1597 (2007) 97,76"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"97,76"" X1/2""";correas-kevlar-generica.jpg;no
5888549;Correa Plataforma LT126 YTH19530 88,86” X1/2”;Plataforma LT126 YTH19530 88,86” X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"88,86"" X1/2"" | 88,86” X1/2”";correas-kevlar-generica.jpg;no
5888550;"Correa Plataforma YTH 2042 101,5"" X1/2”";"Plataforma YTH 2042 101,5"" X1/2”";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"101,5"" X1/2"" | 101,5"" X1/2";correas-kevlar-generica.jpg;no
5888551;"Correa Transmisión Autopropulsada 32""x 3/8""";"Transmisión Autopropulsada 32""x 3/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"32""x 3/8""";correas-kevlar-generica.jpg;no
5888552;"Correa 510201401 Transmisión E4821 64,75"" X1/2""";"Transmisión E4821 64,75"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"64,75"" X1/2""";correas-kevlar-generica.jpg;no
5888553;"Correa Transmisión Z246/461ZX/Z254 56""X1/2""";"Transmisión Z246/461ZX/Z254 56""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"56""X1/2""";correas-kevlar-generica.jpg;no
5888554;"Correa Plataforma IZ4821 48"" De Corte 152"" X 5/8""";"Plataforma IZ4821 48"" De Corte 152"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"152"" X 5/8""";correas-kevlar-generica.jpg;no
5888555;"Correa Plataforma Z 254 /541ZX 154,25"" X 5/8""";"Plataforma Z 254 /541ZX 154,25"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"154,25"" X 5/8""";correas-kevlar-generica.jpg;no
5888556;Correa Plataforma Rider 850-12 62” X 3/8”;Plataforma Rider 850-12 62” X 3/8”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"62"" X 3/8"" | 62” X 3/8”";correas-kevlar-generica.jpg;no
5888557;"Correa 522 811301 Plataforma M-ZT52 148,5"" X 5/8""";"Plataforma M-ZT52 148,5"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"148,5"" X 5/8""";correas-kevlar-generica.jpg;no
5888558;"Correa Plataforma Z 246/ 461ZX 123,25"" X 5/8""";"Plataforma Z 246/ 461ZX 123,25"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"123,25"" X 5/8""";correas-kevlar-generica.jpg;no
5888559;"Correa Transmisión Rider 1200 40""x1/2""";"Transmisión Rider 1200 40""x1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"40""x1/2""";correas-kevlar-generica.jpg;no
5888560;"Correa Transmisión LT125 (H12536D) 1998 88,75"" X1/2""";"Transmisión LT125 (H12536D) 1998 88,75"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"88,75"" X1/2""";correas-kevlar-generica.jpg;no
5888561;"Correa Plataforma LT125 (H12536D) 1998 78""X1/2""";"Plataforma LT125 (H12536D) 1998 78""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"78""X1/2""";correas-kevlar-generica.jpg;no
5888562;"Correa Transmisión 150D Autopropulsada 31 3/4"" X 3/8""";"Transmisión 150D Autopropulsada 31 3/4"" X 3/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"31 3/4"" X 3/8"" | 4"" X 3/8""";correas-kevlar-generica.jpg;no
5888563;"Correa 5391043-35 Plataforma 52"" De Corte 163"" X 5/8""";"5391043-35 Plataforma 52"" De Corte 163"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5391043-35 Plataforma 52"" De Corte 163"" X 5/8"" | 163"" X 5/8""";correas-kevlar-generica.jpg;no
5888564;"Correa Plataforma Rider 214 TC 71""X1/2""";"Plataforma Rider 214 TC 71""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"71""X1/2""";correas-kevlar-generica.jpg;no
5888565;"Correa Transmisión Rider 214 TC / R316T 30"" X 1/2""";"Transmisión Rider 214 TC / R316T 30"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"30"" X 1/2""";correas-kevlar-generica.jpg;no
5888566;"Correa Transmisión Rider 214 TC / R316T 57""X1/2""";"Transmisión Rider 214 TC / R316T 57""X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"57""X1/2""";correas-kevlar-generica.jpg;no
5888567;"Correa Transmisión Rider 214 TC 78,15"" X 1/2""";"Transmisión Rider 214 TC 78,15"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"78,15"" X 1/2""";correas-kevlar-generica.jpg;no
5888568;"Correa 5876867-01 Plataforma YTH24V54 / YTH22K54 148"" X 5/8""";"5876867-01 Plataforma YTH24V54 / YTH22K54 148"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5876867-01 Plataforma YTH24V54 / YTH22K54 148"" X 5/8"" | 148"" X 5/8""";correas-kevlar-generica.jpg;no
5888569;"Correa 5822363-01 Plataforma TS254G - Z254F 136,50"" X 1/2""";"5822363-01 Plataforma TS254G - Z254F 136,50"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5822363-01 Plataforma TS254G - Z254F 136,50"" X 1/2"" | 136,50"" X 1/2""";correas-kevlar-generica.jpg;no
5888570;"Correa 574 870901 Transmisión M-ZT 52 / MZ48 / MZ54 75,375"" X1/2""";"Transmisión Poulan Pro P54ZXT 5,375"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Poulan;"5,375"" X 1/2""";correas-kevlar-generica.jpg;no
5888571;"Correa 5796785-01 Plataforma MZ48 145"" X 5/8""";"5796785-01 Plataforma MZ48 145"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5796785-01 Plataforma MZ48 145"" X 5/8"" | 145"" X 5/8""";correas-kevlar-generica.jpg;no
5888572;"Correa 575 658403 Plataforma P-ZT60 176"" X 5/8""";"Plataforma P-ZT60 176"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"176"" X 5/8""";correas-kevlar-generica.jpg;no
5888573;"Correa 5937734-01 Plataforma TS148 - 48L22AH0X8A- 48G24G60X8 138,75"" X 5/8""";"5937734-01 Plataforma TS148 - 48L22AH0X8A- 48G24G60X8 138,75"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5937734-01 Plataforma TS148 - 48L22AH0X8A- 48G24G60X8 138,75"" X 5/8"" | 138,75"" X 5/8""";correas-kevlar-generica.jpg;no
5888574;"Correa 576 667201 Transmisión P-ZT60 86,7"" X1/2""";"Transmisión P-ZT60 86,7"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Husqvarna;"86,7"" X1/2""";correas-kevlar-generica.jpg;no
5888575;"Correa Plataforma Poulan Pro P54ZXT 152"" X 5/8""";"Plataforma Poulan Pro P54ZXT 152"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Poulan;"152"" X 5/8""";correas-kevlar-generica.jpg;no
5888576;"Correa 5824804-01 Transmisión PZ60 76,87"" X 5/8""";"5824804-01 Transmisión PZ60 76,87"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5824804-01 Transmisión PZ60 76,87"" X 5/8"" | 76,87"" X 5/8""";correas-kevlar-generica.jpg;no
5888577;"Correa 5882648-01 Plataforma PZ60 175,9"" X 5/8""";"5882648-01 Plataforma PZ60 175,9"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5882648-01 Plataforma PZ60 175,9"" X 5/8"" | 175,9"" X 5/8""";correas-kevlar-generica.jpg;no
5888578;"Correa 5928552-01 Transmisión TS138 - TS142- TS148 -TS254-TS248TDX 92"" X 1/2""";"5928552-01 Transmisión TS138 - TS142- TS148 -TS254-TS248TDX 92"" X 1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5928552-01 Transmisión TS138 - TS142- TS148 -TS254-TS248TDX 92"" X 1/2"" | 92"" X 1/2""";correas-kevlar-generica.jpg;no
5888580;Correa Gx20006 Transmisión D130 LA120 La135 88,50” X1/2”;Transmisión D130 LA120 La135 88,50” X1/2”;minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Toro;88,50” X1/2”;correas-kevlar-generica.jpg;no
5888581;"Correa 5992757-01 Plataforma TS248TDX 134,5"" X 5/8""";"5992757-01 Plataforma TS248TDX 134,5"" X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5992757-01 Plataforma TS248TDX 134,5"" X 5/8"" | 134,5"" X 5/8""";correas-kevlar-generica.jpg;no
5888582;"Correa 5822365-01 Plataforma MZ54 2015 146 X 5/8""";"5822365-01 Plataforma MZ54 2015 146 X 5/8""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;;"5822365-01 Plataforma MZ54 2015 146 X 5/8""";correas-kevlar-generica.jpg;no
5888583;"Correa Gx22036 Transmisión D100 L100 La100 90,50"" X1/2""";"Transmisión D100 L100 La100 90,50"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Toro;"90,50"" X1/2""";correas-kevlar-generica.jpg;no
5888584;"Correa Gx24154 Transmisión D150 Autodrive 98,25"" X1/2""";"Transmisión D150 Autodrive 98,25"" X1/2""";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Toro;"98,25"" X1/2""";correas-kevlar-generica.jpg;no
5888585;"Correa Gx20072 Plataforma D130 103,75"" X1/2"" 12";"Plataforma D130 103,75"" X1/2"" 12";minitractores;Minitractores;correas-de-kevlar;Correas de kevlar;Toro;"103,75"" X1/2"" 12";correas-kevlar-generica.jpg;no
